Crop,State,District,Season,SowingMonth,MinTemp,MaxTemp,SoilPHMin,SoilPHMax,MinRainfall,MaxRainfall
Gram,Madhya Pradesh,JHABUA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,KATNI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,KHANDWA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,KHARGONE,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,MANDLA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,MANDSAUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,MORENA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,NARSINGHPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,NEEMUCH,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,NIWARI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,PANNA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,RAISEN,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,RAJGARH,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,RATLAM,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,REWA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,SAGAR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,SATNA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,SEHORE,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,SEONI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,SHAHDOL,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,SHAJAPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,SHEOPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,SHIVPURI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,SIDHI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,SINGRAULI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,TIKAMGARH,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,UJJAIN,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,UMARIA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Madhya Pradesh,VIDISHA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,AHMEDNAGAR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,AKOLA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,AMRAVATI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,AURANGABAD,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,BEED,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,BHANDARA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,BULDHANA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,CHANDRAPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,DHULE,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,GADCHIROLI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,GONDIA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,HINGOLI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,JALGAON,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,JALNA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,KOLHAPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,LATUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,NAGPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,NANDED,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,NANDURBAR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,NASHIK,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,OSMANABAD,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,PALGHAR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,PARBHANI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,PUNE,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,SANGLI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,SATARA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,SINDHUDURG,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,SOLAPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,THANE,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,WARDHA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,WASHIM,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Maharashtra,YAVATMAL,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Manipur,BISHNUPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Manipur,CHANDEL,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Manipur,CHURACHANDPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Manipur,IMPHAL EAST,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Manipur,IMPHAL WEST,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Manipur,SENAPATI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Manipur,TAMENGLONG,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Manipur,THOUBAL,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Manipur,UKHRUL,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Meghalaya,EAST GARO HILLS,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Meghalaya,NORTH GARO HILLS,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Meghalaya,SOUTH GARO HILLS,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Meghalaya,SOUTH WEST GARO HILLS,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Meghalaya,WEST GARO HILLS,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,DIMAPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,KIPHIRE,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,KOHIMA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,LONGLENG,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,MOKOKCHUNG,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,MON,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,PEREN,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,PHEK,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,TUENSANG,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,WOKHA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Nagaland,ZUNHEBOTO,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,ADILABAD,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,BHADRADRI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,HYDERABAD,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,JAGITIAL,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,JANGOAN,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,JAYASHANKAR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,JOGULAMBA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,KAMAREDDY,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,KARIMNAGAR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,KHAMMAM,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,KOMARAM BHEEM ASIFABAD,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,MAHABUBABAD,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,MAHBUBNAGAR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,MANCHERIAL,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,MEDAK,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,MEDCHAL,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,MULUGU,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,NAGARKURNOOL,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,NALGONDA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,NARAYANAPET,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,NIRMAL,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,NIZAMABAD,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,PEDDAPALLI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,RAJANNA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,RANGAREDDI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,SANGAREDDY,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,SIDDIPET,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,SURYAPET,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,VIKARABAD,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,WANAPARTHY,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,WARANGAL,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,WARANGAL URBAN,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Telangana,YADADRI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Tripura,DHALAI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Tripura,GOMATI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Tripura,KHOWAI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Tripura,NORTH TRIPURA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Tripura,SEPAHIJALA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Tripura,SOUTH TRIPURA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Tripura,UNAKOTI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Tripura,WEST TRIPURA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,AGRA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,ALIGARH,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,ALLAHABAD,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,AMBEDKAR NAGAR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,AMETHI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,AMROHA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,AURAIYA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,AZAMGARH,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BAGHPAT,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BAHRAICH,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BALLIA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BALRAMPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BANDA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BARABANKI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BAREILLY,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BASTI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BIJNOR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BUDAUN,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,BULANDSHAHR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,CHANDAULI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,CHITRAKOOT,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,DEORIA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,ETAH,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,ETAWAH,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,FAIZABAD,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,FARRUKHABAD,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,FATEHPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,FIROZABAD,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,GHAZIABAD,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,GHAZIPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,GONDA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,GORAKHPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,HAMIRPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,HAPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,HARDOI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,HATHRAS,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,JALAUN,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,JAUNPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,JHANSI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,KANNAUJ,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,KANPUR DEHAT,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,KANPUR NAGAR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,KASGANJ,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,KAUSHAMBI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,KHERI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,KUSHI NAGAR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,LALITPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,LUCKNOW,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,MAHARAJGANJ,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,MAHOBA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,MAINPURI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,MATHURA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,MAU,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,MEERUT,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,MIRZAPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,MORADABAD,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,MUZAFFARNAGAR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,PILIBHIT,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,PRATAPGARH,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,RAE BARELI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,RAMPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,SAHARANPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,SAMBHAL,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,SANT KABEER NAGAR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,SANT RAVIDAS NAGAR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,SHAHJAHANPUR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,SHAMLI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttar Pradesh,SHRAVASTI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,ALMORA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,BAGESHWAR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,CHAMPAWAT,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,DEHRADUN,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,HARIDWAR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,NAINITAL,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,PAURI GARHWAL,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,PITHORAGARH,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,TEHRI GARHWAL,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,UDAM SINGH NAGAR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,Uttarakhand,UTTAR KASHI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,24 PARAGANAS NORTH,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,24 PARAGANAS SOUTH,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,ALIPURDUAR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,BANKURA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,BIRBHUM,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,DARJEELING,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,DINAJPUR DAKSHIN,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,DINAJPUR UTTAR,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,HOOGHLY,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,HOWRAH,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,JALPAIGURI,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,JHARGRAM,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,MALDAH,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,MEDINIPUR EAST,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,MEDINIPUR WEST,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,MURSHIDABAD,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,NADIA,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,PASCHIM BARDHAMAN,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,PURBA BARDHAMAN,Rabi,October,20,25,6.5,7.8,600,1000
Gram,West Bengal,PURULIA,Rabi,October,20,25,6.5,7.8,600,1000
Jowar,Andhra Pradesh,ANANTAPUR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Andhra Pradesh,EAST GODAVARI,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Andhra Pradesh,CHITTOOR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Andhra Pradesh,GUNTUR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Andhra Pradesh,KADAPA,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Andhra Pradesh,KURNOOL,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Andhra Pradesh,PRAKASAM,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Andhra Pradesh,SPSR NELLORE,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Andhra Pradesh,SRIKAKULAM,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Andhra Pradesh,VISAKHAPATANAM,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Andhra Pradesh,VIZIANAGARAM,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Bihar,BEGUSARAI,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Bihar,BHAGALPUR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Bihar,BHOJPUR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Bihar,BUXAR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Bihar,PATNA,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,AMRELI,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,ANAND,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,ARAVALLI,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,BANAS KANTHA,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,BHARUCH,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,CHHOTAUDEPUR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,GIR SOMNATH,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,JAMNAGAR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,KACHCHH,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,MAHISAGAR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,MORBI,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,NARMADA,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,NAVSARI,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,PANCH MAHALS,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,PATAN,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,PORBANDAR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,RAJKOT,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,SABAR KANTHA,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,SURAT,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,TAPI,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Gujarat,VALSAD,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,BAGALKOT,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,BANGALORE RURAL,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,BELGAUM,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,BELLARY,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,BENGALURU URBAN,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,BIDAR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,BIJAPUR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,CHAMARAJANAGAR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,CHIKBALLAPUR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,CHIKMAGALUR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,CHITRADURGA,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,DAKSHIN KANNAD,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,DAVANGERE,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,DHARWAD,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,GADAG,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,GULBARGA,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,HASSAN,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,HAVERI,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,KODAGU,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,KOLAR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,KOPPAL,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,MANDYA,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,MYSORE,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,RAICHUR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,RAMANAGARA,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,SHIMOGA,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,TUMKUR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,UDUPI,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,UTTAR KANNAD,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Karnataka,YADGIR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,AGAR MALWA,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,ALIRAJPUR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,ANUPPUR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,ASHOKNAGAR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,BALAGHAT,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,BARWANI,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,BETUL,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,BHIND,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,BHOPAL,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,BURHANPUR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,CHHATARPUR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,CHHINDWARA,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,DAMOH,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,DATIA,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,DEWAS,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,DHAR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,DINDORI,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,GUNA,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,GWALIOR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,HARDA,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,HOSHANGABAD,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,INDORE,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,JABALPUR,Kharif,June,25,35,5.5,8.0,300,650
Jowar,Madhya Pradesh,JHABUA,Kharif,June,25,35,5.5,8.0,300,650
