,MappedState,MappedDistrict,Month,Year,MaxTemp(C),MinTemp(C),Rainfall(mm)
25933,Uttar Pradesh,FARRUKHABAD,Feb,2018,27,15,0.78
25934,Uttar Pradesh,FARRUKHABAD,Mar,2018,34,21,0.12
25935,Uttar Pradesh,FARRUKHABAD,Apr,2018,39,27,0.51
25936,Uttar Pradesh,FARRUKHABAD,May,2018,43,31,0.61
25937,Uttar Pradesh,FARRUKHABAD,Jun,2018,42,33,2.94
25938,Uttar Pradesh,FARRUKHABAD,Jul,2018,36,30,71.34
25939,Uttar Pradesh,FARRUKHABAD,Aug,2018,33,27,68.25
25940,Uttar Pradesh,FARRUKHABAD,Sep,2018,33,26,26.01
25941,Uttar Pradesh,FARRUKHABAD,Oct,2018,35,26,0
25942,Uttar Pradesh,FARRUKHABAD,Nov,2018,30,22,1.9
25943,Uttar Pradesh,FARRUKHABAD,Dec,2018,24,16,0.8
25944,Uttar Pradesh,FARRUKHABAD,Jan,2019,22,13,23.6
25945,Uttar Pradesh,FARRUKHABAD,Feb,2019,24,14,40.1
25946,Uttar Pradesh,FARRUKHABAD,Mar,2019,31,20,5.1
25947,Uttar Pradesh,FARRUKHABAD,Apr,2019,40,29,25.3
25948,Uttar Pradesh,FARRUKHABAD,May,2019,43,33,9.1
25949,Uttar Pradesh,FARRUKHABAD,Jun,2019,44,34,16.5
25950,Uttar Pradesh,FARRUKHABAD,Jul,2019,38,30,336.7
25951,Uttar Pradesh,FARRUKHABAD,Aug,2019,36,28,93.4
25952,Uttar Pradesh,FARRUKHABAD,Sep,2019,32,26,82.6
25953,Uttar Pradesh,FARRUKHABAD,Oct,2019,33,25,24
25954,Uttar Pradesh,FARRUKHABAD,Nov,2019,30,22,4.1
25955,Uttar Pradesh,FARRUKHABAD,Dec,2019,23,15,10.4
25956,Uttar Pradesh,FARRUKHABAD,Jan,2020,20,12,29.9
25957,Uttar Pradesh,FARRUKHABAD,Feb,2020,25,14,1
25958,Uttar Pradesh,FARRUKHABAD,Mar,2020,31,19,14.6
25959,Uttar Pradesh,FARRUKHABAD,Apr,2020,38,27,9.4
25960,Uttar Pradesh,FARRUKHABAD,May,2020,43,31,10.5
25961,Uttar Pradesh,FARRUKHABAD,Jun,2020,40,31,40
25962,Uttar Pradesh,FARRUKHABAD,Jul,2020,38,31,116.8
25963,Uttar Pradesh,FARRUKHABAD,Aug,2020,35,28,187.2
25964,Uttar Pradesh,FARRUKHABAD,Sep,2020,36,29,20.7
25965,Uttar Pradesh,FATEHPUR,Jan,2017,24,11,3.25
25966,Uttar Pradesh,FATEHPUR,Feb,2017,29,13,0.1
25967,Uttar Pradesh,FATEHPUR,Mar,2017,35,19,0.91
25968,Uttar Pradesh,FATEHPUR,Apr,2017,42,26,0.77
25969,Uttar Pradesh,FATEHPUR,May,2017,44,31,1.88
25970,Uttar Pradesh,FATEHPUR,Jun,2017,42,33,14.04
25971,Uttar Pradesh,FATEHPUR,Jul,2017,34,29,145.6
25972,Uttar Pradesh,FATEHPUR,Aug,2017,34,28,85.57
25973,Uttar Pradesh,FATEHPUR,Sep,2017,35,28,47.28
25974,Uttar Pradesh,FATEHPUR,Oct,2017,35,25,0.24
25975,Uttar Pradesh,FATEHPUR,Nov,2017,29,19,0
25976,Uttar Pradesh,FATEHPUR,Dec,2017,25,15,0
25977,Uttar Pradesh,FATEHPUR,Jan,2018,24,10,0.47
25978,Uttar Pradesh,FATEHPUR,Feb,2018,29,16,14.39
25979,Uttar Pradesh,FATEHPUR,Mar,2018,36,22,0.22
25980,Uttar Pradesh,FATEHPUR,Apr,2018,41,27,1.12
25981,Uttar Pradesh,FATEHPUR,May,2018,44,31,0.66
25982,Uttar Pradesh,FATEHPUR,Jun,2018,42,34,17.39
25983,Uttar Pradesh,FATEHPUR,Jul,2018,36,30,134.94
25984,Uttar Pradesh,FATEHPUR,Aug,2018,33,27,170.05
25985,Uttar Pradesh,FATEHPUR,Sep,2018,33,26,59.73
25986,Uttar Pradesh,FATEHPUR,Oct,2018,35,25,0.2
25987,Uttar Pradesh,FATEHPUR,Nov,2018,31,22,0
25988,Uttar Pradesh,FATEHPUR,Dec,2018,25,16,0.4
25989,Uttar Pradesh,FATEHPUR,Jan,2019,24,13,26.1
25990,Uttar Pradesh,FATEHPUR,Feb,2019,27,16,37
25991,Uttar Pradesh,FATEHPUR,Mar,2019,33,21,11.4
25992,Uttar Pradesh,FATEHPUR,Apr,2019,41,30,1.7
25993,Uttar Pradesh,FATEHPUR,May,2019,44,34,1.4
25994,Uttar Pradesh,FATEHPUR,Jun,2019,44,34,13.1
25995,Uttar Pradesh,FATEHPUR,Jul,2019,37,30,426.8
25996,Uttar Pradesh,FATEHPUR,Aug,2019,35,28,298.7
25997,Uttar Pradesh,FATEHPUR,Sep,2019,31,25,492.1
25998,Uttar Pradesh,FATEHPUR,Oct,2019,32,24,38.8
25999,Uttar Pradesh,FATEHPUR,Nov,2019,31,22,0
26000,Uttar Pradesh,FATEHPUR,Dec,2019,23,15,15.8
26001,Uttar Pradesh,FATEHPUR,Jan,2020,21,13,25.3
26002,Uttar Pradesh,FATEHPUR,Feb,2020,26,14,9.2
26003,Uttar Pradesh,FATEHPUR,Mar,2020,32,21,26
26004,Uttar Pradesh,FATEHPUR,Apr,2020,39,28,8.9
26005,Uttar Pradesh,FATEHPUR,May,2020,44,31,8.6
26006,Uttar Pradesh,FATEHPUR,Jun,2020,38,30,213.3
26007,Uttar Pradesh,FATEHPUR,Jul,2020,38,31,230.6
26008,Uttar Pradesh,FATEHPUR,Aug,2020,35,28,282.2
26009,Uttar Pradesh,FATEHPUR,Sep,2020,35,28,129.6
26010,Uttar Pradesh,FIROZABAD,Jan,2017,23,11,12.64
26011,Uttar Pradesh,FIROZABAD,Feb,2017,28,13,0.87
26012,Uttar Pradesh,FIROZABAD,Mar,2017,34,19,10.31
26013,Uttar Pradesh,FIROZABAD,Apr,2017,41,27,1.29
26014,Uttar Pradesh,FIROZABAD,May,2017,43,31,2.53
26015,Uttar Pradesh,FIROZABAD,Jun,2017,42,32,21.89
26016,Uttar Pradesh,FIROZABAD,Jul,2017,37,29,83.93
26017,Uttar Pradesh,FIROZABAD,Aug,2017,35,28,101.88
26018,Uttar Pradesh,FIROZABAD,Sep,2017,35,27,84.9
26019,Uttar Pradesh,FIROZABAD,Oct,2017,35,25,0
26020,Uttar Pradesh,FIROZABAD,Nov,2017,29,19,0
26021,Uttar Pradesh,FIROZABAD,Dec,2017,24,14,0.34
26022,Uttar Pradesh,FIROZABAD,Jan,2018,22,10,1.69
26023,Uttar Pradesh,FIROZABAD,Feb,2018,27,15,4.59
26024,Uttar Pradesh,FIROZABAD,Mar,2018,34,20,4.6
26025,Uttar Pradesh,FIROZABAD,Apr,2018,40,26,1.73
26026,Uttar Pradesh,FIROZABAD,May,2018,43,32,2.53
26027,Uttar Pradesh,FIROZABAD,Jun,2018,42,34,9.4
26028,Uttar Pradesh,FIROZABAD,Jul,2018,36,30,137.25
26029,Uttar Pradesh,FIROZABAD,Aug,2018,34,28,109.54
26030,Uttar Pradesh,FIROZABAD,Sep,2018,33,25,71.16
26031,Uttar Pradesh,FIROZABAD,Oct,2018,36,26,3.3
26032,Uttar Pradesh,FIROZABAD,Nov,2018,31,22,2
26033,Uttar Pradesh,FIROZABAD,Dec,2018,25,16,2
26034,Uttar Pradesh,FIROZABAD,Jan,2019,23,13,9.6
26035,Uttar Pradesh,FIROZABAD,Feb,2019,24,14,88.2
26036,Uttar Pradesh,FIROZABAD,Mar,2019,32,20,8.1
26037,Uttar Pradesh,FIROZABAD,Apr,2019,41,30,21
26038,Uttar Pradesh,FIROZABAD,May,2019,43,34,6.7
26039,Uttar Pradesh,FIROZABAD,Jun,2019,44,35,16.4
26040,Uttar Pradesh,FIROZABAD,Jul,2019,38,31,346.1
26041,Uttar Pradesh,FIROZABAD,Aug,2019,36,29,158.4
26042,Uttar Pradesh,FIROZABAD,Sep,2019,32,27,226.7
26043,Uttar Pradesh,FIROZABAD,Oct,2019,33,25,20.3
26044,Uttar Pradesh,FIROZABAD,Nov,2019,30,22,7.1
26045,Uttar Pradesh,FIROZABAD,Dec,2019,23,15,11.3
26046,Uttar Pradesh,FIROZABAD,Jan,2020,21,12,28.5
26047,Uttar Pradesh,FIROZABAD,Feb,2020,26,14,5.2
26048,Uttar Pradesh,FIROZABAD,Mar,2020,31,19,25.8
26049,Uttar Pradesh,FIROZABAD,Apr,2020,39,27,16.4
26050,Uttar Pradesh,FIROZABAD,May,2020,43,31,13.3
26051,Uttar Pradesh,FIROZABAD,Jun,2020,41,33,18.7
26052,Uttar Pradesh,FIROZABAD,Jul,2020,39,31,193.5
26053,Uttar Pradesh,FIROZABAD,Aug,2020,35,29,258.6
26054,Uttar Pradesh,FIROZABAD,Sep,2020,37,29,9.5
26055,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Jan,2017,21,10,11.84
26056,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Feb,2017,26,12,0.02
26057,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Mar,2017,32,16,8.48
26058,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Apr,2017,40,25,2.64
26059,Uttar Pradesh,GAUTAM BUDDHA NAGAR,May,2017,42,29,4.06
26060,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Jun,2017,41,31,9.16
26061,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Jul,2017,37,29,37.82
26062,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Aug,2017,36,29,64.12
26063,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Sep,2017,35,28,48.82
26064,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Oct,2017,35,25,0
26065,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Nov,2017,28,19,0.02
26066,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Dec,2017,24,15,0.48
26067,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Jan,2018,22,11,1.92
26068,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Feb,2018,26,15,4.06
26069,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Mar,2018,33,20,3.51
26070,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Apr,2018,38,25,4.65
26071,Uttar Pradesh,GAUTAM BUDDHA NAGAR,May,2018,42,31,1.23
26072,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Jun,2018,42,33,41.67
26073,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Jul,2018,37,30,110.88
26074,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Aug,2018,36,29,70.42
26075,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Sep,2018,34,26,66.21
26076,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Oct,2018,36,28,3.5
26077,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Nov,2018,31,24,0.2
26078,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Dec,2018,25,18,11.3
26079,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Jan,2019,22,14,39.9
26080,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Feb,2019,24,15,82
26081,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Mar,2019,31,20,7.4
26082,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Apr,2019,40,31,112.6
26083,Uttar Pradesh,GAUTAM BUDDHA NAGAR,May,2019,42,34,12.7
26084,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Jun,2019,46,36,10.4
26085,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Jul,2019,39,32,339
26086,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Aug,2019,37,30,158.2
26087,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Sep,2019,35,28,90.8
26088,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Oct,2019,35,28,9
26089,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Nov,2019,30,23,20.1
26090,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Dec,2019,23,16,28.8
26091,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Jan,2020,21,13,57.8
26092,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Feb,2020,26,16,32.6
26093,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Mar,2020,30,21,102.5
26094,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Apr,2020,38,28,9.8
26095,Uttar Pradesh,GAUTAM BUDDHA NAGAR,May,2020,42,33,21.7
26096,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Jun,2020,43,34,25.2
26097,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Jul,2020,40,32,125.2
26098,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Aug,2020,36,30,243.9
26099,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Sep,2020,38,31,17.6
26100,Uttar Pradesh,GHAZIABAD,Jan,2017,21,10,13.33
26101,Uttar Pradesh,GHAZIABAD,Feb,2017,26,12,0.98
26102,Uttar Pradesh,GHAZIABAD,Mar,2017,32,16,10.47
26103,Uttar Pradesh,GHAZIABAD,Apr,2017,40,25,1.68
26104,Uttar Pradesh,GHAZIABAD,May,2017,42,29,3.89
26105,Uttar Pradesh,GHAZIABAD,Jun,2017,41,30,10.27
26106,Uttar Pradesh,GHAZIABAD,Jul,2017,37,29,43.48
26107,Uttar Pradesh,GHAZIABAD,Aug,2017,36,29,73.02
26108,Uttar Pradesh,GHAZIABAD,Sep,2017,35,27,61.69
26109,Uttar Pradesh,GHAZIABAD,Oct,2017,34,24,0
26110,Uttar Pradesh,GHAZIABAD,Nov,2017,28,19,0.01
26111,Uttar Pradesh,GHAZIABAD,Dec,2017,24,15,1.03
26112,Uttar Pradesh,GHAZIABAD,Jan,2018,22,10,2.2
26113,Uttar Pradesh,GHAZIABAD,Feb,2018,26,14,5.75
26114,Uttar Pradesh,GHAZIABAD,Mar,2018,33,19,4.48
26115,Uttar Pradesh,GHAZIABAD,Apr,2018,38,25,4.76
26116,Uttar Pradesh,GHAZIABAD,May,2018,42,30,2.54
26117,Uttar Pradesh,GHAZIABAD,Jun,2018,41,33,32.98
26118,Uttar Pradesh,GHAZIABAD,Jul,2018,37,29,112.09
26119,Uttar Pradesh,GHAZIABAD,Aug,2018,35,28,84.38
26120,Uttar Pradesh,GHAZIABAD,Sep,2018,34,26,59.82
26121,Uttar Pradesh,GHAZIABAD,Oct,2018,36,27,5.7
26122,Uttar Pradesh,GHAZIABAD,Nov,2018,31,23,0.2
26123,Uttar Pradesh,GHAZIABAD,Dec,2018,25,17,8.2
26124,Uttar Pradesh,GHAZIABAD,Jan,2019,22,13,40.2
26125,Uttar Pradesh,GHAZIABAD,Feb,2019,23,14,75.9
26126,Uttar Pradesh,GHAZIABAD,Mar,2019,31,19,15.4
26127,Uttar Pradesh,GHAZIABAD,Apr,2019,40,30,91.9
26128,Uttar Pradesh,GHAZIABAD,May,2019,43,34,9.5
26129,Uttar Pradesh,GHAZIABAD,Jun,2019,46,36,5.6
26130,Uttar Pradesh,GHAZIABAD,Jul,2019,39,31,328
26131,Uttar Pradesh,GHAZIABAD,Aug,2019,37,29,149.7
26132,Uttar Pradesh,GHAZIABAD,Sep,2019,34,27,99.8
26133,Uttar Pradesh,GHAZIABAD,Oct,2019,35,27,10.1
26134,Uttar Pradesh,GHAZIABAD,Nov,2019,30,22,17.6
26135,Uttar Pradesh,GHAZIABAD,Dec,2019,23,16,32.5
26136,Uttar Pradesh,GHAZIABAD,Jan,2020,21,12,66.3
26137,Uttar Pradesh,GHAZIABAD,Feb,2020,26,15,33.1
26138,Uttar Pradesh,GHAZIABAD,Mar,2020,30,19,100.8
26139,Uttar Pradesh,GHAZIABAD,Apr,2020,38,27,13.6
26140,Uttar Pradesh,GHAZIABAD,May,2020,43,32,19.1
26141,Uttar Pradesh,GHAZIABAD,Jun,2020,43,34,19.1
26142,Uttar Pradesh,GHAZIABAD,Jul,2020,40,31,147.1
26143,Uttar Pradesh,GHAZIABAD,Aug,2020,36,29,261.6
26144,Uttar Pradesh,GHAZIABAD,Sep,2020,38,30,32.1
26145,Uttar Pradesh,GHAZIPUR,Jan,2017,24,12,3.85
26146,Uttar Pradesh,GHAZIPUR,Feb,2017,29,13,0
26147,Uttar Pradesh,GHAZIPUR,Mar,2017,35,18,1.03
26148,Uttar Pradesh,GHAZIPUR,Apr,2017,41,26,0
26149,Uttar Pradesh,GHAZIPUR,May,2017,43,31,3.12
26150,Uttar Pradesh,GHAZIPUR,Jun,2017,41,32,12.77
26151,Uttar Pradesh,GHAZIPUR,Jul,2017,34,28,153.2
26152,Uttar Pradesh,GHAZIPUR,Aug,2017,34,28,151.09
26153,Uttar Pradesh,GHAZIPUR,Sep,2017,34,27,55.15
26154,Uttar Pradesh,GHAZIPUR,Oct,2017,33,24,23.13
26155,Uttar Pradesh,GHAZIPUR,Nov,2017,29,19,0.04
26156,Uttar Pradesh,GHAZIPUR,Dec,2017,26,15,0
26157,Uttar Pradesh,GHAZIPUR,Jan,2018,22,9,0
26158,Uttar Pradesh,GHAZIPUR,Feb,2018,28,15,0.93
26159,Uttar Pradesh,GHAZIPUR,Mar,2018,36,21,2.92
26160,Uttar Pradesh,GHAZIPUR,Apr,2018,40,26,1.83
26161,Uttar Pradesh,GHAZIPUR,May,2018,42,31,8.79
26162,Uttar Pradesh,GHAZIPUR,Jun,2018,41,33,12.83
26163,Uttar Pradesh,GHAZIPUR,Jul,2018,36,31,50.57
26164,Uttar Pradesh,GHAZIPUR,Aug,2018,34,28,133.17
26165,Uttar Pradesh,GHAZIPUR,Sep,2018,33,26,57.94
26166,Uttar Pradesh,GHAZIPUR,Oct,2018,34,24,6.2
26167,Uttar Pradesh,GHAZIPUR,Nov,2018,32,22,0.2
26168,Uttar Pradesh,GHAZIPUR,Dec,2018,26,16,0.4
26169,Uttar Pradesh,GHAZIPUR,Jan,2019,25,14,34.9
26170,Uttar Pradesh,GHAZIPUR,Feb,2019,27,16,27.6
26171,Uttar Pradesh,GHAZIPUR,Mar,2019,34,21,6.1
26172,Uttar Pradesh,GHAZIPUR,Apr,2019,41,30,4
26173,Uttar Pradesh,GHAZIPUR,May,2019,45,34,0.4
26174,Uttar Pradesh,GHAZIPUR,Jun,2019,44,34,39.9
26175,Uttar Pradesh,GHAZIPUR,Jul,2019,36,29,468.3
26176,Uttar Pradesh,GHAZIPUR,Aug,2019,35,29,265.8
26177,Uttar Pradesh,GHAZIPUR,Sep,2019,31,25,588.9
26178,Uttar Pradesh,GHAZIPUR,Oct,2019,31,23,54.5
26179,Uttar Pradesh,GHAZIPUR,Nov,2019,31,22,0
26180,Uttar Pradesh,GHAZIPUR,Dec,2019,25,16,43.1
26181,Uttar Pradesh,GHAZIPUR,Jan,2020,22,13,26
26182,Uttar Pradesh,GHAZIPUR,Feb,2020,26,14,10.5
26183,Uttar Pradesh,GHAZIPUR,Mar,2020,33,21,46.9
26184,Uttar Pradesh,GHAZIPUR,Apr,2020,40,27,8.2
26185,Uttar Pradesh,GHAZIPUR,May,2020,44,30,2.9
26186,Uttar Pradesh,GHAZIPUR,Jun,2020,37,30,228.8
26187,Uttar Pradesh,GHAZIPUR,Jul,2020,37,29,334.9
26188,Uttar Pradesh,GHAZIPUR,Aug,2020,35,29,137
26189,Uttar Pradesh,GHAZIPUR,Sep,2020,35,27,161.9
26190,Uttar Pradesh,GONDA,Jan,2017,24,11,4.83
26191,Uttar Pradesh,GONDA,Feb,2017,28,13,0
26192,Uttar Pradesh,GONDA,Mar,2017,34,18,5.2
26193,Uttar Pradesh,GONDA,Apr,2017,40,25,5.98
26194,Uttar Pradesh,GONDA,May,2017,41,29,10.49
26195,Uttar Pradesh,GONDA,Jun,2017,41,31,12.91
26196,Uttar Pradesh,GONDA,Jul,2017,34,27,252.65
26197,Uttar Pradesh,GONDA,Aug,2017,33,27,205.96
26198,Uttar Pradesh,GONDA,Sep,2017,34,26,72.66
26199,Uttar Pradesh,GONDA,Oct,2017,33,24,4.65
26200,Uttar Pradesh,GONDA,Nov,2017,28,18,0
26201,Uttar Pradesh,GONDA,Dec,2017,25,14,0.11
26202,Uttar Pradesh,GONDA,Jan,2018,21,9,1.5
26203,Uttar Pradesh,GONDA,Feb,2018,27,14,3.97
26204,Uttar Pradesh,GONDA,Mar,2018,34,20,2.37
26205,Uttar Pradesh,GONDA,Apr,2018,39,25,4.73
26206,Uttar Pradesh,GONDA,May,2018,41,29,5.12
26207,Uttar Pradesh,GONDA,Jun,2018,41,32,15.83
26208,Uttar Pradesh,GONDA,Jul,2018,35,28,235.42
26209,Uttar Pradesh,GONDA,Aug,2018,33,27,270.69
26210,Uttar Pradesh,GONDA,Sep,2018,33,25,94.27
26211,Uttar Pradesh,GONDA,Oct,2018,34,24,1
26212,Uttar Pradesh,GONDA,Nov,2018,30,21,0.6
26213,Uttar Pradesh,GONDA,Dec,2018,25,15,1.4
26214,Uttar Pradesh,GONDA,Jan,2019,23,14,35.2
26215,Uttar Pradesh,GONDA,Feb,2019,25,15,85.5
26216,Uttar Pradesh,GONDA,Mar,2019,32,19,1.7
26217,Uttar Pradesh,GONDA,Apr,2019,39,27,3.8
26218,Uttar Pradesh,GONDA,May,2019,43,32,12.8
26219,Uttar Pradesh,GONDA,Jun,2019,43,32,78.9
26220,Uttar Pradesh,GONDA,Jul,2019,36,29,542.5
26221,Uttar Pradesh,GONDA,Aug,2019,35,27,297.8
26222,Uttar Pradesh,GONDA,Sep,2019,31,25,306.6
26223,Uttar Pradesh,GONDA,Oct,2019,31,23,16.3
26224,Uttar Pradesh,GONDA,Nov,2019,30,21,0
26225,Uttar Pradesh,GONDA,Dec,2019,24,14,4.7
26226,Uttar Pradesh,GONDA,Jan,2020,21,12,53.9
26227,Uttar Pradesh,GONDA,Feb,2020,25,14,11.2
26228,Uttar Pradesh,GONDA,Mar,2020,31,19,63.7
26229,Uttar Pradesh,GONDA,Apr,2020,39,25,17.4
26230,Uttar Pradesh,GONDA,May,2020,42,29,15.6
26231,Uttar Pradesh,GONDA,Jun,2020,36,28,412.1
26232,Uttar Pradesh,GONDA,Jul,2020,35,28,408.3
26233,Uttar Pradesh,GONDA,Aug,2020,34,27,392.7
26234,Uttar Pradesh,GONDA,Sep,2020,34,26,191.7
26235,Uttar Pradesh,GORAKHPUR,Jan,2017,24,12,3.43
26236,Uttar Pradesh,GORAKHPUR,Feb,2017,28,13,0
26237,Uttar Pradesh,GORAKHPUR,Mar,2017,33,18,8.41
26238,Uttar Pradesh,GORAKHPUR,Apr,2017,40,26,1.27
26239,Uttar Pradesh,GORAKHPUR,May,2017,41,29,15.32
26240,Uttar Pradesh,GORAKHPUR,Jun,2017,40,31,35.56
26241,Uttar Pradesh,GORAKHPUR,Jul,2017,34,28,237.26
26242,Uttar Pradesh,GORAKHPUR,Aug,2017,33,27,234.35
26243,Uttar Pradesh,GORAKHPUR,Sep,2017,34,27,89.52
26244,Uttar Pradesh,GORAKHPUR,Oct,2017,33,24,9.46
26245,Uttar Pradesh,GORAKHPUR,Nov,2017,29,19,0
26246,Uttar Pradesh,GORAKHPUR,Dec,2017,26,15,0
26247,Uttar Pradesh,GORAKHPUR,Jan,2018,21,9,0.73
26248,Uttar Pradesh,GORAKHPUR,Feb,2018,27,15,0.06
26249,Uttar Pradesh,GORAKHPUR,Mar,2018,34,20,1.24
26250,Uttar Pradesh,GORAKHPUR,Apr,2018,39,25,7.78
26251,Uttar Pradesh,GORAKHPUR,May,2018,40,29,12.75
26252,Uttar Pradesh,GORAKHPUR,Jun,2018,40,32,40.09
26253,Uttar Pradesh,GORAKHPUR,Jul,2018,36,29,134.37
26254,Uttar Pradesh,GORAKHPUR,Aug,2018,34,27,179.23
26255,Uttar Pradesh,GORAKHPUR,Sep,2018,34,26,37.74
26256,Uttar Pradesh,GORAKHPUR,Oct,2018,33,23,3
26257,Uttar Pradesh,GORAKHPUR,Nov,2018,30,21,0
26258,Uttar Pradesh,GORAKHPUR,Dec,2018,25,16,0
26259,Uttar Pradesh,GORAKHPUR,Jan,2019,24,14,16.5
26260,Uttar Pradesh,GORAKHPUR,Feb,2019,26,15,52.1
26261,Uttar Pradesh,GORAKHPUR,Mar,2019,32,19,11.1
26262,Uttar Pradesh,GORAKHPUR,Apr,2019,39,27,13.6
26263,Uttar Pradesh,GORAKHPUR,May,2019,43,31,1.4
26264,Uttar Pradesh,GORAKHPUR,Jun,2019,43,33,78.7
26265,Uttar Pradesh,GORAKHPUR,Jul,2019,35,28,771.3
26266,Uttar Pradesh,GORAKHPUR,Aug,2019,35,28,320.1
26267,Uttar Pradesh,GORAKHPUR,Sep,2019,30,25,596.4
26268,Uttar Pradesh,GORAKHPUR,Oct,2019,31,23,20.5
26269,Uttar Pradesh,GORAKHPUR,Nov,2019,30,21,0
26270,Uttar Pradesh,GORAKHPUR,Dec,2019,23,15,15.9
26271,Uttar Pradesh,GORAKHPUR,Jan,2020,21,12,31.6
26272,Uttar Pradesh,GORAKHPUR,Feb,2020,25,13,18.6
26273,Uttar Pradesh,GORAKHPUR,Mar,2020,32,19,29.7
26274,Uttar Pradesh,GORAKHPUR,Apr,2020,39,25,13.3
26275,Uttar Pradesh,GORAKHPUR,May,2020,41,28,18
26276,Uttar Pradesh,GORAKHPUR,Jun,2020,36,28,442.6
26277,Uttar Pradesh,GORAKHPUR,Jul,2020,35,28,670.4
26278,Uttar Pradesh,GORAKHPUR,Aug,2020,34,28,321.2
26279,Uttar Pradesh,GORAKHPUR,Sep,2020,33,27,322.9
26280,Uttar Pradesh,HAMIRPUR,Jan,2017,23,11,1.42
26281,Uttar Pradesh,HAMIRPUR,Feb,2017,29,13,0.35
26282,Uttar Pradesh,HAMIRPUR,Mar,2017,35,19,0.27
26283,Uttar Pradesh,HAMIRPUR,Apr,2017,42,26,1.31
26284,Uttar Pradesh,HAMIRPUR,May,2017,43,31,2.2
26285,Uttar Pradesh,HAMIRPUR,Jun,2017,42,33,12.06
26286,Uttar Pradesh,HAMIRPUR,Jul,2017,36,29,63.53
26287,Uttar Pradesh,HAMIRPUR,Aug,2017,35,29,64.16
26288,Uttar Pradesh,HAMIRPUR,Sep,2017,35,28,10.63
26289,Uttar Pradesh,HAMIRPUR,Oct,2017,35,26,0.77
26290,Uttar Pradesh,HAMIRPUR,Nov,2017,29,19,0.03
26291,Uttar Pradesh,HAMIRPUR,Dec,2017,25,15,0.06
26292,Uttar Pradesh,HAMIRPUR,Jan,2018,24,11,0.01
26293,Uttar Pradesh,HAMIRPUR,Feb,2018,29,16,1.09
26294,Uttar Pradesh,HAMIRPUR,Mar,2018,36,22,0.42
26295,Uttar Pradesh,HAMIRPUR,Apr,2018,40,28,1.58
26296,Uttar Pradesh,HAMIRPUR,May,2018,44,33,0.13
26297,Uttar Pradesh,HAMIRPUR,Jun,2018,42,34,5.61
26298,Uttar Pradesh,HAMIRPUR,Jul,2018,36,31,112.17
26299,Uttar Pradesh,HAMIRPUR,Aug,2018,33,28,112.6
26300,Uttar Pradesh,HAMIRPUR,Sep,2018,33,26,43.95
26301,Uttar Pradesh,HAMIRPUR,Oct,2018,36,26,0.2
26302,Uttar Pradesh,HAMIRPUR,Nov,2018,31,22,0
26303,Uttar Pradesh,HAMIRPUR,Dec,2018,25,16,1.2
26304,Uttar Pradesh,HAMIRPUR,Jan,2019,23,13,13.3
26305,Uttar Pradesh,HAMIRPUR,Feb,2019,26,15,31.7
26306,Uttar Pradesh,HAMIRPUR,Mar,2019,33,21,5.4
26307,Uttar Pradesh,HAMIRPUR,Apr,2019,41,31,31.6
26308,Uttar Pradesh,HAMIRPUR,May,2019,44,35,2.8
